date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,population,population_density,aged_65_older,aged_70_older,median_age
2021-07-11,30874376.0,37154.0,408764.0,724.0,22157.439,26.664,293.355,0.52,1843500.0,430885470.0,309.231,1.323,377352501.0,304018852.0,73333649.0,,1319915.0,27.08,21.82,5.26,,3073.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-12,30907282.0,32906.0,410784.0,2020.0,22181.055,23.615,294.805,1.45,1432343.0,432317813.0,310.259,1.028,381467646.0,306612781.0,74854865.0,,4115145.0,27.38,22.0,5.37,,3100.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-13,30946147.0,38865.0,411406.0,622.0,22208.947,27.892,295.251,0.446,1740325.0,434058138.0,311.508,1.249,387697935.0,311387539.0,76310396.0,,6230289.0,27.82,22.35,5.48,,3423.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-14,30987880.0,41733.0,411989.0,583.0,22238.897,29.95,295.67,0.418,1915501.0,435973639.0,312.883,1.375,391340491.0,313529502.0,77810989.0,,3642556.0,28.09,22.5,5.58,,3411.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-15,31026829.0,38949.0,412531.0,542.0,22266.849,27.952,296.059,0.389,2038319.0,438011958.0,314.346,1.463,395343767.0,316116189.0,79227578.0,,4003276.0,28.37,22.69,5.69,,2702.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-16,31064908.0,38079.0,413091.0,560.0,22294.177,27.328,296.461,0.402,2011281.0,440023239.0,315.789,1.443,399695879.0,318665226.0,81030653.0,,4352112.0,28.68,22.87,5.82,,2787.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-17,31106065.0,41157.0,413609.0,518.0,22323.714,29.537,296.832,0.372,1998715.0,442021954.0,317.223,1.434,404931715.0,321893762.0,83037953.0,,5235836.0,29.06,23.1,5.96,,2963.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-18,31144229.0,38164.0,414108.0,499.0,22351.103,27.389,297.191,0.358,1936709.0,443958663.0,318.613,1.39,,,,,,,,,,3182.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-19,31174322.0,30093.0,414482.0,374.0,22372.7,21.597,297.459,0.268,1463593.0,445422256.0,319.664,1.05,411846401.0,326392783.0,85453618.0,,,29.56,23.42,6.13,,3115.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-20,31216337.0,42015.0,418480.0,3998.0,22402.852,30.153,300.328,2.869,1918877.0,447341133.0,321.041,1.377,415472455.0,328716212.0,86756243.0,,3626054.0,29.82,23.59,6.23,,2848.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-21,31257720.0,41383.0,418987.0,507.0,22432.552,29.699,300.692,0.364,1852140.0,449193273.0,322.37,1.329,417851151.0,330259212.0,87591939.0,,2378696.0,29.99,23.7,6.29,,2718.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-22,31293062.0,35342.0,419470.0,483.0,22457.915,25.364,301.039,0.347,1718439.0,450911712.0,323.603,1.233,423417030.0,333945151.0,89471879.0,,5565879.0,30.39,23.97,6.42,,2878.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-23,31332159.0,39097.0,420016.0,546.0,22485.974,28.059,301.431,0.392,2027833.0,452939545.0,325.059,1.455,427882261.0,336819816.0,91062445.0,,4465231.0,30.71,24.17,6.54,,2890.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-24,31371901.0,39742.0,420551.0,535.0,22514.495,28.521,301.814,0.384,1631266.0,454570811.0,326.229,1.171,433150864.0,340387695.0,92763169.0,,5268603.0,31.09,24.43,6.66,,2893.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-25,31411262.0,39361.0,420967.0,416.0,22542.743,28.248,302.113,0.299,1718756.0,456289567.0,327.463,1.233,435196001.0,341802707.0,93393294.0,,2045137.0,31.23,24.53,6.7,,2748.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-26,31440951.0,29689.0,421382.0,415.0,22564.05,21.307,302.411,0.298,1154444.0,457444011.0,328.291,0.829,441912395.0,346516149.0,95396246.0,,6716394.0,31.71,24.87,6.85,,3082.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-27,31484605.0,43654.0,422022.0,640.0,22595.379,31.329,302.87,0.459,1720110.0,459164121.0,329.526,1.234,446156659.0,349324061.0,96832598.0,,4244264.0,32.02,25.07,6.95,,3146.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-28,31528114.0,43509.0,422662.0,640.0,22626.604,31.225,303.329,0.459,1736857.0,460900978.0,330.772,1.246,450706257.0,352545271.0,98160986.0,,4549598.0,32.35,25.3,7.04,,3368.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-29,31572344.0,44230.0,423217.0,555.0,22658.346,31.742,303.728,0.398,1728795.0,462629773.0,332.013,1.241,456033754.0,356140739.0,99893015.0,,5327497.0,32.73,25.56,7.17,,3344.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-30,31613993.0,41649.0,423810.0,593.0,22688.236,29.89,304.153,0.426,2020950.0,464650723.0,333.463,1.45,461518479.0,359820313.0,101698166.0,,5484725.0,33.12,25.82,7.3,,3449.0,1393409033.0,450.419,5.989,3.414,28.2
2021-07-31,31655824.0,41831.0,424351.0,541.0,22718.257,30.021,304.542,0.388,1776315.0,466427038.0,334.738,1.275,,,,,,,,,,3457.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-01,31695958.0,40134.0,424773.0,422.0,22747.059,28.803,304.844,0.303,1789472.0,468216510.0,336.022,1.284,472223639.0,367994586.0,104229053.0,,,33.89,26.41,7.48,,3796.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-02,31726507.0,30549.0,425195.0,422.0,22768.983,21.924,305.147,0.303,1428984.0,469645494.0,337.048,1.026,,,,,,,,,,3777.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-03,31769132.0,42625.0,425757.0,562.0,22799.574,30.59,305.551,0.403,1649295.0,471294789.0,338.231,1.184,485286570.0,378090597.0,107195973.0,,,34.83,27.13,7.69,,4012.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-04,31812114.0,42982.0,426290.0,533.0,22830.42,30.847,305.933,0.383,1847518.0,473142307.0,339.557,1.326,489342295.0,381126275.0,108216020.0,,4055725.0,35.12,27.35,7.77,,3961.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-05,31856757.0,44643.0,426754.0,464.0,22862.459,32.039,306.266,0.333,1751056.0,474893363.0,340.814,1.257,495327595.0,385631050.0,109696545.0,,5985300.0,35.55,27.68,7.87,,4029.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-06,31895385.0,38628.0,427371.0,617.0,22890.181,27.722,306.709,0.443,1640287.0,476533650.0,341.991,1.177,501009609.0,390041560.0,110968049.0,,5682014.0,35.96,27.99,7.96,,4049.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-07,31934455.0,39070.0,427862.0,491.0,22918.22,28.039,307.061,0.352,1783314.0,478316964.0,343.271,1.28,506810492.0,394378151.0,112432341.0,,5800883.0,36.37,28.3,8.07,,4095.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-08,31969954.0,35499.0,428309.0,447.0,22943.697,25.476,307.382,0.321,1722221.0,480039185.0,344.507,1.236,508664759.0,395667593.0,112997166.0,,1854267.0,36.51,28.4,8.11,,3736.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-09,31998158.0,28204.0,428682.0,373.0,22963.938,20.241,307.65,0.268,1728047.0,481767232.0,345.747,1.24,514500268.0,400158057.0,114342211.0,,5835509.0,36.92,28.72,8.21,,3665.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-10,32036511.0,38353.0,429179.0,497.0,22991.462,27.525,308.006,0.357,1511313.0,483278545.0,346.832,1.085,519080524.0,403596088.0,115484436.0,,4580256.0,37.25,28.96,8.29,,3465.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-11,32077706.0,41195.0,429669.0,490.0,23021.026,29.564,308.358,0.352,1777962.0,485056507.0,348.108,1.276,523671019.0,406980329.0,116690690.0,,4590495.0,37.58,29.21,8.37,,3519.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-12,32117826.0,40120.0,430254.0,585.0,23049.819,28.793,308.778,0.42,2313689.0,487370196.0,349.768,1.66,,,,,,,,,,3548.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-13,32156493.0,38667.0,430732.0,478.0,23077.569,27.75,309.121,0.343,2100583.0,489470779.0,351.276,1.508,536189903.0,416846115.0,119343788.0,,,38.48,29.92,8.56,,3607.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-14,32192576.0,36083.0,431225.0,493.0,23103.464,25.895,309.475,0.354,2229798.0,491700577.0,352.876,1.6,543846290.0,422575401.0,121270889.0,,7656387.0,39.03,30.33,8.7,,3797.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-15,32225513.0,32937.0,431642.0,417.0,23127.102,23.638,309.774,0.299,1923863.0,493624440.0,354.257,1.381,,,,,,,,,,3949.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-16,32250679.0,25166.0,432079.0,437.0,23145.163,18.061,310.088,0.314,1181212.0,494805652.0,355.104,0.848,550520038.0,428681772.0,121838266.0,,,39.51,30.76,8.74,,3693.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-17,32285857.0,35178.0,432519.0,440.0,23170.409,25.246,310.403,0.316,1823872.0,496629524.0,356.413,1.309,556520316.0,433454974.0,123065342.0,,6000278.0,39.94,31.11,8.83,,3838.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-18,32322258.0,36401.0,433049.0,530.0,23196.533,26.124,310.784,0.38,1797559.0,498427083.0,357.703,1.29,562151515.0,437698591.0,124452924.0,,5631199.0,40.34,31.41,8.93,,3945.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-19,32358829.0,36571.0,433589.0,540.0,23222.778,26.246,311.171,0.388,1873757.0,500300840.0,359.048,1.345,566595708.0,441116044.0,125479664.0,,4444193.0,40.66,31.66,9.01,,3759.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-20,32393286.0,34457.0,433964.0,375.0,23247.507,24.729,311.44,0.269,2398862.0,502699702.0,360.77,1.722,573205464.0,446102199.0,127103265.0,,6609756.0,41.14,32.02,9.12,,3795.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-21,32424234.0,30948.0,434367.0,403.0,23269.717,22.21,311.73,0.289,1876456.0,504576158.0,362.116,1.347,576365820.0,448292884.0,128072936.0,,3160356.0,41.36,32.17,9.19,,3334.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-22,32449306.0,25072.0,434756.0,389.0,23287.71,17.993,312.009,0.279,1680081.0,506256239.0,363.322,1.206,580771824.0,451186857.0,129584967.0,,4406004.0,41.68,32.38,9.3,,3444.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-23,32474773.0,25467.0,435110.0,354.0,23305.987,18.277,312.263,0.254,1295160.0,507551399.0,364.252,0.929,582239230.0,452207578.0,130031652.0,,1467406.0,41.79,32.45,9.33,,3252.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-24,32512366.0,37593.0,435758.0,648.0,23332.966,26.979,312.728,0.465,1840393.0,509391792.0,365.572,1.321,588731504.0,456880623.0,131850881.0,,6492274.0,42.25,32.79,9.46,,3302.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-25,32558530.0,46164.0,436365.0,607.0,23366.097,33.13,313.164,0.436,1792755.0,511184547.0,366.859,1.287,597923238.0,463341344.0,134581894.0,,9191734.0,42.91,33.25,9.66,,3667.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-26,32603188.0,44658.0,436861.0,496.0,23398.146,32.049,313.52,0.356,1944831.0,513129378.0,368.255,1.396,604391211.0,468130627.0,136260584.0,,6467973.0,43.38,33.6,9.78,,3875.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-27,32649947.0,46759.0,437370.0,509.0,23431.703,33.557,313.885,0.365,1824931.0,514954309.0,369.564,1.31,615540527.0,476059071.0,139481456.0,,11149316.0,44.18,34.17,10.01,,4340.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-28,32695030.0,45083.0,437830.0,460.0,23464.058,32.354,314.215,0.33,1933293.0,516887602.0,370.952,1.387,625864766.0,483512657.0,142352109.0,,10324239.0,44.92,34.7,10.22,,5075.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-29,32737939.0,42909.0,438210.0,380.0,23494.852,30.794,314.488,0.273,1755327.0,518642929.0,372.212,1.26,632587851.0,488153607.0,144434244.0,,6723085.0,45.4,35.03,10.37,,5312.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-30,32768880.0,30941.0,438560.0,350.0,23517.057,22.205,314.739,0.251,1503596.0,520146525.0,373.291,1.079,639305611.0,493077195.0,146228416.0,,6717760.0,45.88,35.39,10.49,,5851.0,1393409033.0,450.419,5.989,3.414,28.2
2021-08-31,32810845.0,41965.0,439020.0,460.0,23547.174,30.117,315.069,0.33,1394573.0,521541098.0,374.291,1.001,644799225.0,497002083.0,147797142.0,,5493614.0,46.27,35.67,10.61,,5748.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-01,32857937.0,47092.0,439529.0,509.0,23580.97,33.796,315.434,0.365,1643195.0,523184293.0,375.471,1.179,661576916.0,509668131.0,151908785.0,,16777691.0,47.48,36.58,10.9,,6526.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-02,32903289.0,45352.0,439895.0,366.0,23613.518,32.548,315.697,0.263,,,,,669775627.0,515627968.0,154147659.0,,8198711.0,48.07,37.0,11.06,,6703.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-03,32945907.0,42618.0,440225.0,330.0,23644.103,30.585,315.934,0.237,,526535068.0,377.875,,675654935.0,519667854.0,155987081.0,,5879308.0,48.49,37.29,11.19,,6163.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-04,32988673.0,42766.0,440533.0,308.0,23674.795,30.692,316.155,0.221,1704970.0,528240038.0,379.099,1.224,677744969.0,521015869.0,156729100.0,,2090034.0,48.64,37.39,11.25,,5319.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-05,33027621.0,38948.0,440752.0,219.0,23702.746,27.952,316.312,0.157,1818180.0,530058218.0,380.404,1.305,684515513.0,525319361.0,159196152.0,,6770544.0,49.13,37.7,11.42,,5324.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-06,33058843.0,31222.0,441042.0,290.0,23725.153,22.407,316.52,0.208,1410649.0,531468867.0,381.416,1.012,688453563.0,527862293.0,160591270.0,,3938050.0,49.41,37.88,11.53,,5039.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-07,33096718.0,37875.0,441411.0,369.0,23752.335,27.182,316.785,0.265,1720481.0,533189348.0,382.651,1.235,699668404.0,536004002.0,163664402.0,,11214841.0,50.21,38.47,11.75,,5625.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-08,33139981.0,43263.0,441749.0,338.0,23783.383,31.048,317.028,0.243,1753745.0,534943093.0,383.91,1.259,710550810.0,543462433.0,167088377.0,,10882406.0,50.99,39.0,11.99,,5021.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-09,33174954.0,34973.0,442009.0,260.0,23808.482,25.099,317.214,0.187,1874150.0,536817243.0,385.255,1.345,720910239.0,550694661.0,170215578.0,,10359429.0,51.74,39.52,12.22,,5242.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-10,33208330.0,33376.0,442317.0,308.0,23832.435,23.953,317.435,0.221,1787611.0,538604854.0,386.538,1.283,724114731.0,552964723.0,171150008.0,,3204492.0,51.97,39.68,12.28,,4968.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-11,33236921.0,28591.0,442655.0,338.0,23852.954,20.519,317.678,0.243,1592135.0,540196989.0,387.68,1.143,733428972.0,558984568.0,174444404.0,,9314241.0,52.64,40.12,12.52,,5709.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-12,33264175.0,27254.0,442874.0,219.0,23872.513,19.559,317.835,0.157,1608840.0,541805829.0,388.835,1.155,740278136.0,563337272.0,176940864.0,,6849164.0,53.13,40.43,12.7,,5717.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-13,33289579.0,25404.0,443213.0,339.0,23890.744,18.232,318.078,0.243,1208247.0,543014076.0,389.702,0.867,750284569.0,570046655.0,180237914.0,,10006433.0,53.85,40.91,12.94,,6339.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-14,33316755.0,27176.0,443497.0,284.0,23910.248,19.503,318.282,0.204,1430891.0,544444967.0,390.729,1.027,752714069.0,571662310.0,181051759.0,,2429500.0,54.02,41.03,12.99,,5438.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-15,33347325.0,30570.0,443928.0,431.0,23932.187,21.939,318.591,0.309,1610829.0,546055796.0,391.885,1.156,761350715.0,576856263.0,184494452.0,,8636646.0,54.64,41.4,13.24,,5208.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-16,33381728.0,34403.0,444248.0,320.0,23956.876,24.69,318.821,0.23,1645933.0,547701729.0,393.066,1.181,771341641.0,582842108.0,188499533.0,,9990926.0,55.36,41.83,13.53,,5170.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-17,33417390.0,35662.0,444529.0,281.0,23982.47,25.593,319.023,0.202,1527420.0,549229149.0,394.162,1.096,777387850.0,586105233.0,191282617.0,,6046209.0,55.79,42.06,13.73,,5462.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-18,33448163.0,30773.0,444838.0,309.0,24004.554,22.085,319.244,0.222,1551124.0,550780273.0,395.275,1.113,796015119.0,597205296.0,198809823.0,,18627269.0,57.13,42.86,14.27,,6417.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-19,33478419.0,30256.0,445133.0,295.0,24026.268,21.714,319.456,0.212,1559895.0,552340168.0,396.395,1.119,804778696.0,602206789.0,202571907.0,,8763577.0,57.76,43.22,14.54,,6613.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-20,33504534.0,26115.0,445385.0,252.0,24045.01,18.742,319.637,0.181,1281598.0,553621766.0,397.315,0.92,812232516.0,606563237.0,205669279.0,,7453820.0,58.29,43.53,14.76,,6351.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-21,33531498.0,26964.0,445768.0,383.0,24064.361,19.351,319.912,0.275,1413951.0,555035717.0,398.329,1.015,821836262.0,612360533.0,209475729.0,,9603746.0,58.98,43.95,15.03,,7087.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-22,33563421.0,31923.0,446050.0,282.0,24087.271,22.91,320.114,0.202,1718565.0,556754282.0,399.563,1.233,827297973.0,615659928.0,211638045.0,,5461711.0,59.37,44.18,15.19,,6761.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-23,33594803.0,31382.0,446368.0,318.0,24109.793,22.522,320.342,0.228,1612731.0,558367013.0,400.72,1.157,837239837.0,621209052.0,216030785.0,,9941864.0,60.09,44.58,15.5,,6756.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-24,33624419.0,29616.0,446658.0,290.0,24131.047,21.254,320.551,0.208,1565696.0,559932709.0,401.844,1.124,847653817.0,627322598.0,220331219.0,,10413980.0,60.83,45.02,15.81,,7204.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-25,33652745.0,28326.0,446918.0,260.0,24151.376,20.329,320.737,0.187,1728674.0,561661383.0,403.084,1.241,852156699.0,629574531.0,222582168.0,,4502882.0,61.16,45.18,15.97,,5756.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-26,33678786.0,26041.0,447194.0,276.0,24170.064,18.689,320.935,0.198,1581862.0,563243245.0,404.22,1.135,855791746.0,631601656.0,224190090.0,,3635047.0,61.42,45.33,16.09,,5230.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-27,33697581.0,18795.0,447373.0,179.0,24183.553,13.489,321.064,0.128,1165006.0,564408251.0,405.056,0.836,868774116.0,639303166.0,229470950.0,,12982370.0,62.35,45.88,16.47,,5797.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-28,33716451.0,18870.0,447751.0,378.0,24197.095,13.542,321.335,0.271,1321780.0,565730031.0,406.004,0.949,873244661.0,641845931.0,231398730.0,,4470545.0,62.67,46.06,16.61,,5271.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-29,33739980.0,23529.0,448062.0,311.0,24213.981,16.886,321.558,0.223,1720154.0,567450185.0,407.239,1.234,879692465.0,645293313.0,234399152.0,,6447804.0,63.13,46.31,16.82,,5372.0,1393409033.0,450.419,5.989,3.414,28.2
2021-09-30,33766707.0,26727.0,448339.0,277.0,24233.162,19.181,321.757,0.199,1506254.0,568956439.0,408.32,1.081,886425292.0,648949043.0,237476249.0,,6732827.0,63.62,46.57,17.04,,5043.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-01,33791061.0,24354.0,448573.0,234.0,24250.64,17.478,321.925,0.168,1520899.0,570477338.0,409.411,1.091,893203984.0,652744197.0,240459787.0,,6778692.0,64.1,46.85,17.26,,4670.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-02,33813903.0,22842.0,448817.0,244.0,24267.033,16.393,322.1,0.175,1517652.0,571994990.0,410.5,1.089,901004270.0,656956299.0,244047971.0,,7800286.0,64.66,47.15,17.51,,5008.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-03,33834702.0,20799.0,448997.0,180.0,24281.96,14.927,322.229,0.129,1265734.0,573260724.0,411.409,0.908,906155473.0,659744381.0,246411092.0,,5151203.0,65.03,47.35,17.68,,5163.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-04,33853048.0,18346.0,449260.0,263.0,24295.126,13.166,322.418,0.189,991676.0,574252400.0,412.12,0.712,911080329.0,662266667.0,248813662.0,,4924856.0,65.38,47.53,17.86,,4337.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-05,33871881.0,18833.0,449538.0,278.0,24308.642,13.516,322.617,0.2,1141642.0,575394042.0,412.94,0.819,918129250.0,666078231.0,252051019.0,,7048921.0,65.89,47.8,18.09,,4602.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-06,33894312.0,22431.0,449856.0,318.0,24324.74,16.098,322.846,0.228,1409825.0,576803867.0,413.952,1.012,923526951.0,668975929.0,254551022.0,,5397701.0,66.28,48.01,18.27,,4494.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-07,33915569.0,21257.0,450127.0,271.0,24339.995,15.255,323.04,0.194,1853617.0,578657484.0,415.282,1.33,927173859.0,670864526.0,256309333.0,,3646908.0,66.54,48.15,18.39,,4178.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-08,33935309.0,19740.0,450375.0,248.0,24354.162,14.167,323.218,0.178,1385706.0,580043190.0,416.276,0.994,935219767.0,675161305.0,260058462.0,,8045908.0,67.12,48.45,18.66,,4308.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-09,33953475.0,18166.0,450589.0,214.0,24367.199,13.037,323.372,0.154,1269291.0,581312481.0,417.187,0.911,943033918.0,679245181.0,263788737.0,,7814151.0,67.68,48.75,18.93,,4309.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-10,33971607.0,18132.0,450782.0,193.0,24380.212,13.013,323.51,0.139,1283212.0,582595693.0,418.108,0.921,951139832.0,683498355.0,267641477.0,,8105914.0,68.26,49.05,19.21,,4612.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-11,33985920.0,14313.0,450963.0,181.0,24390.483,10.272,323.64,0.13,1035797.0,583631490.0,418.852,0.743,954908095.0,685337489.0,269570606.0,,3768263.0,68.53,49.18,19.35,,4493.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-12,34001743.0,15823.0,451189.0,226.0,24401.839,11.356,323.802,0.162,1406553.0,585038043.0,419.861,1.009,961339629.0,688686928.0,272652701.0,,6431534.0,68.99,49.42,19.57,,4430.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-13,34020730.0,18987.0,451435.0,246.0,24415.465,13.626,323.979,0.177,1325399.0,586363442.0,420.812,0.951,965904347.0,690968314.0,274936033.0,,4564718.0,69.32,49.59,19.73,,4345.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-14,34037592.0,16862.0,451814.0,379.0,24427.567,12.101,324.251,0.272,1301083.0,587664525.0,421.746,0.934,968362051.0,692134805.0,276227246.0,,2457704.0,69.5,49.67,19.82,,4223.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-15,34053573.0,15981.0,451980.0,166.0,24439.036,11.469,324.37,0.119,1180148.0,588844673.0,422.593,0.847,971163447.0,693416137.0,277747310.0,,2801396.0,69.7,49.76,19.93,,3685.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-16,34067719.0,14146.0,452124.0,144.0,24449.188,10.152,324.473,0.103,990585.0,589835258.0,423.304,0.711,972686142.0,693992112.0,278694030.0,,1522695.0,69.81,49.81,20.0,,3040.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-17,34081315.0,13596.0,452290.0,166.0,24458.945,9.757,324.592,0.119,1100123.0,590935381.0,424.093,0.79,976344696.0,695536360.0,280808336.0,,3658554.0,70.07,49.92,20.15,,2584.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-18,34094373.0,13058.0,452454.0,164.0,24468.316,9.371,324.71,0.118,989493.0,591924874.0,424.803,0.71,978954738.0,696638920.0,282315818.0,,2610042.0,70.26,50.0,20.26,,2465.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-19,34108996.0,14623.0,452651.0,197.0,24478.811,10.494,324.851,0.141,1181314.0,593106188.0,425.651,0.848,987113051.0,700140298.0,286972753.0,,8158313.0,70.84,50.25,20.6,,2642.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-20,34127450.0,18454.0,452811.0,160.0,24492.055,13.244,324.966,0.115,1323702.0,594429890.0,426.601,0.95,997399032.0,705846235.0,291552797.0,,10285981.0,71.58,50.66,20.92,,3229.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-21,34143236.0,15786.0,453042.0,231.0,24503.384,11.329,325.132,0.166,1312328.0,595742218.0,427.543,0.942,1003204289.0,709552033.0,293652256.0,,5805257.0,72.0,50.92,21.07,,3572.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-22,34159562.0,16326.0,453708.0,666.0,24515.1,11.717,325.61,0.478,1324263.0,597066481.0,428.493,0.95,1009945663.0,712404590.0,297541073.0,,6741374.0,72.48,51.13,21.35,,3976.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-23,34175468.0,15906.0,454269.0,561.0,24526.515,11.415,326.013,0.403,1364681.0,598431162.0,429.473,0.979,1013637431.0,714084133.0,299553298.0,,3691768.0,72.75,51.25,21.5,,4198.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-24,34189774.0,14306.0,454712.0,443.0,24536.782,10.267,326.331,0.318,1340158.0,599771320.0,430.434,0.962,1022267850.0,717676310.0,304591540.0,,8630419.0,73.36,51.51,21.86,,4708.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-25,34202202.0,12428.0,455068.0,356.0,24545.701,8.919,326.586,0.255,998397.0,600769717.0,431.151,0.717,1024149949.0,718444141.0,305705808.0,,1882099.0,73.5,51.56,21.94,,4634.0,1393409033.0,450.419,5.989,3.414,28.2
